mf_name,curr_price,growth(%),1 year(%),3 year(%),5 year(%),launch_date,exit_load(%),min_investment,Last dividend payout,document_link,link
Canara Robeco Income - Direct Plan - Growth,48.99,-0.01,5.84,9.66,8.75,2013-01-01 00:00:00,1.0,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057792.00206600/canara-robeco-income-direct-plan
Canara Robeco Income - Direct Plan - IDCW,16.48,-0.01,-0.12,3.35,2.75,2013-01-01 00:00:00,1.0,5000.0,2.00%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057792.00206700/canara-robeco-income-direct-plan
Canara Robeco Liquid - Direct Plan - Growth,2481.25,0.01,3.16,5.24,5.87,2013-01-01 00:00:00,0.007,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057605.00206600/canara-robeco-liquid-direct-plan
Canara Robeco Liquid - Direct Plan - IDCW,1776.25,0.01,3.16,5.24,5.87,2013-01-01 00:00:00,0.007,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057605.00206700/canara-robeco-liquid-direct-plan
Canara Robeco Liquid - Direct Plan - IDCW-Monthly,1000.98,0.01,0.01,-0.02,-0.03,2013-01-01 00:00:00,0.007,5000.0,0.24%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057605.00218200/canara-robeco-liquid-direct-plan
Canara Robeco Liquid - Direct Plan - IDCW-Weekly,1000.36,0.01,0.01,0.01,-0.02,2013-01-01 00:00:00,0.007,5000.0,0.06%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057605.00218300/canara-robeco-liquid-direct-plan
Canara Robeco Overnight Fund - Direct Plan - Growth,1071.88,0.01,3.08,0.0,0.0,2019-07-19 00:00:00,,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/140516784.00206600/canara-robeco-overnight-fund-direct-plan
Canara Robeco Savings Fund - Direct Plan - Growth,33.84,0.01,4.57,6.94,7.09,2013-01-01 00:00:00,,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057787.00206600/canara-robeco-savings-fund-direct-plan
Canara Robeco Savings Fund - Direct Plan - IDCW,30.29,0.01,4.53,6.9,7.08,2013-01-01 00:00:00,,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057787.00206700/canara-robeco-savings-fund-direct-plan
Canara Robeco Savings Fund - Direct Plan - IDCW-Monthly,10.27,0.01,0.02,0.0,-0.02,2013-01-01 00:00:00,,5000.0,0.28%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057787.00218200/canara-robeco-savings-fund-direct-plan
Canara Robeco Savings Fund - Direct Plan - IDCW-Weekly,10.26,0.01,-0.01,-0.01,0.0,2013-01-01 00:00:00,,5000.0,0.03%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057787.00218300/canara-robeco-savings-fund-direct-plan
Canara Robeco Short Duration Fund - Direct Plan - Growth,21.79,0.02,6.54,8.33,8.22,2013-01-01 00:00:00,,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057800.00206600/canara-robeco-short-duration-fund-direct-plan
Canara Robeco Short Duration Fund - Direct Plan - IDCW-Monthly,16.92,0.02,2.09,3.37,3.23,2013-01-01 00:00:00,,5000.0,0.60%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057800.00218200/canara-robeco-short-duration-fund-direct-plan
Canara Robeco Short Duration Fund - Direct Plan - IDCW-Quarterly,16.46,0.02,1.83,2.28,2.57,2013-01-01 00:00:00,,5000.0,2.00%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057800.00218100/canara-robeco-short-duration-fund-direct-plan
Canara Robeco Small Cap Fund - Direct Plan - Growth,18.98,0.48,109.72,0.0,0.0,2019-01-25 00:00:00,1.0,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/140516267.00206600/canara-robeco-small-fund-direct-plan
Canara Robeco Small Cap Fund - Direct Plan - IDCW,18.98,0.48,109.72,0.0,0.0,2019-01-25 00:00:00,1.0,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/140516267.00206700/canara-robeco-small-fund-direct-plan
Canara Robeco Ultra Short Term Fund - Direct Plan - Growth,3183.57,0.01,3.72,5.83,6.23,2013-01-01 00:00:00,,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057799.00206600/canara-robeco-ultra-short-term-fund-direct-plan
Canara Robeco Ultra Short Term Fund - Direct Plan - IDCW,1822.36,0.01,3.72,5.82,6.22,2013-01-01 00:00:00,,5000.0,,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057799.00206700/canara-robeco-ultra-short-term-fund-direct-plan
Canara Robeco Ultra Short Term Fund - Direct Plan - IDCW-Monthly,1000.64,0.01,-0.36,-0.01,-0.05,2013-01-01 00:00:00,,5000.0,0.23%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057799.00218200/canara-robeco-ultra-short-term-fund-direct-plan
Canara Robeco Ultra Short Term Fund - Direct Plan - IDCW-Weekly,1240.92,0.01,0.0,-0.02,0.0,2013-01-01 00:00:00,,5000.0,0.06%,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,https://coin.zerodha.com/funds/14057799.00218300/canara-robeco-ultra-short-term-fund-direct-plan
DSP 10Y G-Sec Fund - Direct Plan - Growth,18.07,-0.13,4.39,10.7,8.7,2014-09-16 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140512226.00206600/fund-direct-plan
DSP 10Y G-Sec Fund - Direct Plan - IDCW,10.67,-0.13,-3.96,1.38,0.27,2014-09-16 00:00:00,,500.0,9.11%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140512226.00206700/fund-direct-plan
DSP Arbitrage Fund - Direct Plan - Growth,12.09,0.01,3.79,5.69,0.0,2018-01-15 00:00:00,0.25,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140514911.00206600/arbitrage-fund-direct-plan
DSP Arbitrage Fund - Direct Plan - IDCW-Monthly,10.93,0.01,3.79,2.57,0.0,2018-01-15 00:00:00,0.25,500.0,2.20%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140514911.00218200/arbitrage-fund-direct-plan
DSP Banking & PSU Debt Fund - Direct Plan - Growth,19.39,0.04,6.31,9.3,8.41,2013-09-10 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14059696.00206600/banking-debt-fund-direct-plan
DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.35,0.04,-4.5,0.55,0.0,2013-09-10 00:00:00,,500.0,11.58%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14059696.00206700/banking-debt-fund-direct-plan
DSP Bond Fund - Direct Plan - Growth,67.34,0.01,6.38,5.89,6.81,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057803.00206600/bond-fund-direct-plan
DSP Bond Fund - Direct Plan - IDCW,11.47,0.01,-0.34,2.1,1.13,2013-01-01 00:00:00,,500.0,7.62%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057803.00206700/bond-fund-direct-plan
DSP Corporate Bond Fund - Direct Plan - Growth,12.89,0.01,6.25,0.0,0.0,2018-08-23 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140515759.00206600/corporate-bond-fund-direct-plan
DSP Corporate Bond Fund - Direct Plan - IDCW,11.18,0.01,-1.54,0.0,0.0,2018-08-23 00:00:00,,500.0,8.78%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140515759.00206700/corporate-bond-fund-direct-plan
DSP Credit Risk Fund - Direct Plan - Growth,32.25,0.01,7.72,3.06,4.94,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057807.00206600/credit-risk-fund-direct-plan
DSP Credit Risk Fund - Direct Plan - IDCW,11.58,0.01,3.25,0.95,0.39,2013-01-01 00:00:00,1.0,500.0,4.96%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057807.00206700/credit-risk-fund-direct-plan
DSP Dynamic Asset Allocation Fund - Direct Plan - Growth,20.79,0.02,23.91,11.93,10.95,2014-01-17 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140510480.00206600/dynamic-asset-allocation-fund-direct-plan
DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW,13.16,0.02,18.27,7.28,4.96,2014-01-17 00:00:00,1.0,500.0,0.50%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140510480.00206700/dynamic-asset-allocation-fund-direct-plan
DSP Equal Nifty 50 Fund - Direct Plan - Growth,14.22,0.28,70.25,13.15,0.0,2017-09-29 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140514752.00206600/equal-nifty-fund-direct-plan
DSP Equal Nifty 50 Fund - Direct Plan - IDCW,14.22,0.28,70.25,13.15,0.0,2017-09-29 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140514752.00206700/equal-nifty-fund-direct-plan
DSP Nifty 50 Index Fund - Direct Plan - Growth,14.7,-0.13,57.14,0.0,0.0,2019-02-11 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516366.00206600/nifty-index-fund-direct-plan
DSP Nifty 50 Index Fund - Direct Plan - IDCW,14.7,-0.13,57.14,0.0,0.0,2019-02-11 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516366.00206700/nifty-index-fund-direct-plan
DSP Nifty Next 50 Index Fund - Direct Plan - Growth,15.0,0.45,56.35,0.0,0.0,2019-02-11 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516368.00206600/nifty-next-index-fund-direct-plan
DSP Nifty Next 50 Index Fund - Direct Plan - IDCW,15.0,0.45,56.35,0.0,0.0,2019-02-11 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516368.00206700/nifty-next-index-fund-direct-plan
DSP Equity & Bond Fund - Direct Plan - Growth,232.82,0.05,47.55,15.58,15.3,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057802.00206600/equity-bond-fund-direct-plan
DSP Equity & Bond Fund - Direct Plan - IDCW,50.55,0.05,41.47,9.17,10.01,2013-01-01 00:00:00,1.0,500.0,1.50%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057802.00206700/equity-bond-fund-direct-plan
DSP Equity Opportunities Fund - Direct Plan - Growth,350.63,0.07,69.46,16.45,17.65,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057813.00206600/equity-opportunities-fund-direct-plan
DSP Equity Opportunities Fund - Direct Plan - IDCW,81.31,0.07,64.4,15.28,14.54,2013-01-01 00:00:00,1.0,500.0,21.50%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057813.00206700/equity-opportunities-fund-direct-plan
DSP Equity Savings Fund - Direct Plan - Growth,16.39,-0.18,27.91,9.02,9.81,2016-03-08 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140513693.00206600/equity-savings-fund-direct-plan
DSP Equity Savings Fund - Direct Plan - IDCW,13.46,-0.18,23.2,5.9,5.56,2016-03-08 00:00:00,1.0,500.0,5.00%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140513693.00206700/equity-savings-fund-direct-plan
DSP Flexi Cap Fund - Direct Plan - Growth,63.59,0.06,64.08,18.11,18.51,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057804.00206600/flexi-fund-direct-plan
DSP Flexi Cap Fund - Direct Plan - IDCW,72.8,0.06,47.46,4.73,3.39,2013-01-01 00:00:00,1.0,500.0,75.90%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057804.00206700/flexi-fund-direct-plan
DSP Floater Fund - Direct Plan - Growth,10.2,0.02,0.0,0.0,0.0,2021-03-04 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140517262.00206600/floater-fund-direct-plan
DSP Floater Fund - Direct Plan - IDCW,10.2,0.02,0.0,0.0,0.0,2021-03-04 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140517262.00206700/floater-fund-direct-plan
DSP Focus Fund - Direct Plan - Growth,33.6,-0.07,54.78,13.3,13.64,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057805.00206600/focus-fund-direct-plan
DSP Focus Fund - Direct Plan - IDCW,33.6,-0.07,54.78,13.3,13.64,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057805.00206700/focus-fund-direct-plan
DSP Global Allocation Fund - Direct Plan - Growth,17.77,0.28,22.41,13.86,10.71,2014-08-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140511979.00206600/global-allocation-fund-direct-plan
DSP Global Allocation Fund - Direct Plan - IDCW,16.87,0.28,16.17,11.89,9.56,2014-08-01 00:00:00,,500.0,8.60%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140511979.00206700/global-allocation-fund-direct-plan
DSP US Flexible Equity Fund - Direct Plan - Growth,41.79,0.78,37.41,19.83,18.87,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057821.00206600/flexible-equity-fund-direct-plan
DSP US Flexible Equity Fund - Direct Plan - IDCW,40.7,0.78,37.41,19.83,18.24,2013-01-01 00:00:00,,500.0,4.26%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057821.00206700/flexible-equity-fund-direct-plan
DSP World Agriculture Fund - Direct Plan - Growth,24.95,0.92,38.11,15.52,11.62,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057822.00206600/world-agriculture-fund-direct-plan
DSP World Agriculture Fund - Direct Plan - IDCW,22.83,0.92,34.02,14.37,10.95,2013-01-01 00:00:00,,500.0,6.50%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057822.00206700/world-agriculture-fund-direct-plan
DSP World Energy Fund - Direct Plan - Growth,16.78,0.52,37.36,4.99,6.55,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057823.00206600/world-energy-fund-direct-plan
DSP World Energy Fund - Direct Plan - IDCW,15.13,0.52,37.36,4.99,6.55,2013-01-01 00:00:00,,500.0,9.44%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057823.00206700/world-energy-fund-direct-plan
DSP World Gold Fund - Direct Plan - Growth,20.78,0.64,13.19,21.54,8.58,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057824.00206600/world-gold-fund-direct-plan
DSP World Gold Fund - Direct Plan - IDCW,15.25,0.64,1.42,17.17,6.22,2013-01-01 00:00:00,,500.0,14.80%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057824.00206700/world-gold-fund-direct-plan
DSP World Mining Fund - Direct Plan - Growth,16.12,1.12,70.44,21.06,22.03,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057825.00206600/world-mining-fund-direct-plan
DSP World Mining Fund - Direct Plan - IDCW,16.12,1.12,70.44,21.06,22.03,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057825.00206700/world-mining-fund-direct-plan
DSP Government Securities Fund - Direct Plan - Growth,77.48,-0.03,5.16,11.64,9.88,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057806.00206600/government-securities-fund-direct-plan
DSP Government Securities Fund - Direct Plan - IDCW,12.55,-0.03,-2.13,2.01,0.95,2013-01-01 00:00:00,,500.0,1.82%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057806.00206700/government-securities-fund-direct-plan
DSP Healthcare Fund - Direct Plan - Growth,22.14,-0.19,62.18,0.0,0.0,2018-11-12 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516036.00206600/healthcare-fund-direct-plan
DSP Healthcare Fund - Direct Plan - IDCW,19.95,-0.2,46.15,0.0,0.0,2018-11-12 00:00:00,1.0,500.0,19.20%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516036.00206700/healthcare-fund-direct-plan
DSP Natural Resources and New Energy Fund - Direct Plan - Growth,54.37,0.87,101.42,16.38,22.27,2013-01-01 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057812.00206600/natural-resources-energy-fund-direct-plan
DSP Natural Resources and New Energy Fund - Direct Plan - IDCW,26.6,0.87,93.26,12.65,15.11,2013-01-01 00:00:00,,500.0,9.30%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057812.00206700/natural-resources-energy-fund-direct-plan
DSP Quant Fund - Direct Plan - Growth,15.04,0.03,54.33,0.0,0.0,2019-05-20 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516686.00206600/quant-fund-direct-plan
DSP Quant Fund - Direct Plan - IDCW,15.04,0.03,54.33,0.0,0.0,2019-05-20 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516686.00206700/quant-fund-direct-plan
DSP Tiger Fund - Direct Plan - Growth,129.52,0.51,81.32,10.99,14.0,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057808.00206600/tiger-fund-direct-plan
DSP Tiger Fund - Direct Plan - IDCW,29.61,0.51,63.66,-1.06,4.12,2013-01-01 00:00:00,1.0,500.0,28.00%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057808.00206700/tiger-fund-direct-plan
DSP Liquidity Fund - Direct Plan - Growth,2958.69,0.01,3.28,5.54,6.12,2013-01-01 00:00:00,0.007,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057597.00206600/liquidity-fund-direct-plan
DSP Low Duration Fund - Direct Plan - Growth,15.95,0.01,5.03,7.53,7.43,2015-02-27 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140512712.00206600/duration-fund-direct-plan
DSP Mid Cap Fund - Direct Plan - Growth,89.67,0.35,63.68,16.51,18.23,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057815.00206600/fund-direct-plan
DSP Mid Cap Fund - Direct Plan - IDCW,55.69,0.35,47.36,8.03,12.99,2013-01-01 00:00:00,1.0,500.0,55.10%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057815.00206700/fund-direct-plan
DSP Overnight Fund - Direct Plan - Growth,1108.55,0.02,3.11,0.0,0.0,2019-01-07 00:00:00,,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/140516247.00206600/overnight-fund-direct-plan
DSP Regular Savings Fund - Direct Plan - Growth,46.12,-0.06,18.71,7.23,8.29,2013-01-01 00:00:00,1.0,500.0,,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057810.00206600/regular-savings-fund-direct-plan
DSP Regular Savings Fund - Direct Plan - IDCW-Quarterly,13.36,-0.06,10.4,-0.48,0.36,2013-01-01 00:00:00,1.0,500.0,2.34%,https://www.dspim.com/quick-links/latest-factsheets,https://coin.zerodha.com/funds/14057810.00218100/regular-savings-fund-direct-plan
